book_id,title,original_title,books_count,authors,average_rating,image_url,small_image_url
799,Watchers,Watchers,99,Dean Koontz,4.16,https://images.gr-assets.com/books/1308458930m/32423.jpg,https://images.gr-assets.com/books/1308458930s/32423.jpg
801,This is Where I Leave You,This Is Where I Leave You,71,Jonathan Tropper,3.88,https://images.gr-assets.com/books/1467397162m/6224935.jpg,https://images.gr-assets.com/books/1467397162s/6224935.jpg
802,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,62,Seth Grahame-Smith,3.7,https://images.gr-assets.com/books/1291165397m/7108001.jpg,https://images.gr-assets.com/books/1291165397s/7108001.jpg
804,The Tempest,The Tempest,956,William Shakespeare,3.8,https://images.gr-assets.com/books/1327793692m/12985.jpg,https://images.gr-assets.com/books/1327793692s/12985.jpg
806,"Wizard and Glass (The Dark Tower, #4)",Wizard and Glass,11,"Stephen King, Dave McKean",4.24,https://images.gr-assets.com/books/1327946510m/5096.jpg,https://images.gr-assets.com/books/1327946510s/5096.jpg
807,The Circle,The Circle,89,Dave Eggers,3.46,https://images.gr-assets.com/books/1376419833m/18302455.jpg,https://images.gr-assets.com/books/1376419833s/18302455.jpg
808,The Invention of Hugo Cabret,The Invention of Hugo Cabret,73,Brian Selznick,4.23,https://images.gr-assets.com/books/1422312376m/9673436.jpg,https://images.gr-assets.com/books/1422312376s/9673436.jpg
809,Brave New World / Brave New World Revisited,Brave New World/Brave New World Revisited,38,"Aldous Huxley, Christopher Hitchens",4.16,https://images.gr-assets.com/books/1331315450m/5479.jpg,https://images.gr-assets.com/books/1331315450s/5479.jpg
811,The Good Girl,The Good Girl,76,Mary Kubica,3.81,https://images.gr-assets.com/books/1388340126m/18812405.jpg,https://images.gr-assets.com/books/1388340126s/18812405.jpg
813,Landline,Landline,51,Rainbow Rowell,3.55,https://images.gr-assets.com/books/1499378092m/18081809.jpg,https://images.gr-assets.com/books/1499378092s/18081809.jpg
814,"Tempted (House of Night, #6)",Tempted,62,"P.C. Cast, Kristin Cast",3.96,https://images.gr-assets.com/books/1408633041m/6262365.jpg,https://images.gr-assets.com/books/1408633041s/6262365.jpg
815,No Country for Old Men,No Country for Old Men,104,Cormac McCarthy,4.12,https://images.gr-assets.com/books/1443231179m/12497.jpg,https://images.gr-assets.com/books/1443231179s/12497.jpg
816,"Wolf Hall (Thomas Cromwell, #1)",Wolf Hall,2,Hilary Mantel,3.85,https://images.gr-assets.com/books/1336576165m/6101138.jpg,https://images.gr-assets.com/books/1336576165s/6101138.jpg
817,"Howl's Moving Castle (Howl's Moving Castle, #1)",Howl's Moving Castle,75,Diana Wynne Jones,4.3,https://images.gr-assets.com/books/1407450489m/6294.jpg,https://images.gr-assets.com/books/1407450489s/6294.jpg
818,Dreamcatcher,Dreamcatcher,118,"Stephen King, William Olivier Desmond",3.59,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
819,Walden,Walden; or Life in the Woods,852,Henry David Thoreau,3.79,https://images.gr-assets.com/books/1465675526m/16902.jpg,https://images.gr-assets.com/books/1465675526s/16902.jpg
820,The Remains of the Day,The Remains of the Day,170,Kazuo Ishiguro,4.1,https://images.gr-assets.com/books/1327128714m/28921.jpg,https://images.gr-assets.com/books/1327128714s/28921.jpg
822,The Sense of an Ending,The Sense of an Ending,110,Julian Barnes,3.7,https://images.gr-assets.com/books/1311704453m/10746542.jpg,https://images.gr-assets.com/books/1311704453s/10746542.jpg
823,"A is for Alibi (Kinsey Millhone, #1)",A is for Alibi,81,Sue Grafton,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
824,"Oedipus Rex  (The Theban Plays, #1)",Οἰδίπους Τύραννος,498,"Sophocles, J.E. Thomas",3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
825,Shanghai Girls (Shanghai Girls #1),Shanghai Girls,52,Lisa See,3.87,https://images.gr-assets.com/books/1327968416m/5960325.jpg,https://images.gr-assets.com/books/1327968416s/5960325.jpg
826,The Wind in the Willows,The Wind in the Willows,1150,"Kenneth Grahame, Gillian Avery",3.98,https://images.gr-assets.com/books/1423183570m/5659.jpg,https://images.gr-assets.com/books/1423183570s/5659.jpg
828,"Persepolis: The Story of a Childhood (Persepolis, #1)",Persepolis,39,"Marjane Satrapi, Mattias Ripa",4.23,https://images.gr-assets.com/books/1425871473m/9516.jpg,https://images.gr-assets.com/books/1425871473s/9516.jpg
829,A Room with a View,A Room with a View,557,E.M. Forster,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
833,The Chamber,The Chamber,112,John Grisham,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
834,"Midnight Sun (Twilight, #1.5)",Midnight Sun (Partial Draft),1,Stephenie Meyer,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
836,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",The Unlikely Pilgrimage of Harold Fry,89,Rachel Joyce,3.89,https://images.gr-assets.com/books/1335816092m/13227454.jpg,https://images.gr-assets.com/books/1335816092s/13227454.jpg
838,"Xenocide (Ender's Saga, #3)",Xenocide,79,Orson Scott Card,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
839,The Merchant of Venice,The Merchant of Venice,1088,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",3.78,https://images.gr-assets.com/books/1327871054m/24128.jpg,https://images.gr-assets.com/books/1327871054s/24128.jpg
840,"Shōgun (Asian Saga, #1)",Shōgun,120,James Clavell,4.37,https://images.gr-assets.com/books/1397228842m/402093.jpg,https://images.gr-assets.com/books/1397228842s/402093.jpg
842,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",A Court of Thorns and Roses,54,Sarah J. Maas,4.29,https://images.gr-assets.com/books/1491595796m/16096824.jpg,https://images.gr-assets.com/books/1491595796s/16096824.jpg
846,Animal Farm / 1984,Animal Farm & 1984,51,"George Orwell, Christopher Hitchens",4.26,https://images.gr-assets.com/books/1327959366m/5472.jpg,https://images.gr-assets.com/books/1327959366s/5472.jpg
847,"The Deep End of the Ocean (Cappadora Family, #1)",The Deep End of the Ocean,48,Jacquelyn Mitchard,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
848,The Bonesetter's Daughter,The Bonesetter's Daughter,79,Amy Tan,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
850,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Mr. Penumbra's 24-Hour Bookstore,88,Robin Sloan,3.75,https://images.gr-assets.com/books/1345089845m/13538873.jpg,https://images.gr-assets.com/books/1345089845s/13538873.jpg
851,"Flowers in the Attic (Dollanganger, #1)",Flowers in the Attic,111,V.C. Andrews,3.79,https://images.gr-assets.com/books/1327880853m/43448.jpg,https://images.gr-assets.com/books/1327880853s/43448.jpg
853,Maniac Magee,Maniac Magee,49,Jerry Spinelli,3.86,https://images.gr-assets.com/books/1395884800m/139463.jpg,https://images.gr-assets.com/books/1395884800s/139463.jpg
855,Twelfth Night,"Twelfth Night; or, What You Will",861,William Shakespeare,3.97,https://images.gr-assets.com/books/1416628008m/1625.jpg,https://images.gr-assets.com/books/1416628008s/1625.jpg
856,"Gathering Blue (The Giver, #2)",Gathering Blue,73,Lois Lowry,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
857,The Westing Game,The Westing Game,38,Ellen Raskin,4.03,https://images.gr-assets.com/books/1356850909m/902.jpg,https://images.gr-assets.com/books/1356850909s/902.jpg
858,"Red Rising (Red Rising, #1)",Red Rising,83,Pierce Brown,4.26,https://images.gr-assets.com/books/1461354651m/15839976.jpg,https://images.gr-assets.com/books/1461354651s/15839976.jpg
860,"The Bean Trees (Greer Family, #1)",The Bean Trees,48,Barbara Kingsolver,3.94,https://images.gr-assets.com/books/1443483961m/30868.jpg,https://images.gr-assets.com/books/1443483961s/30868.jpg
861,"Walking Disaster (Beautiful, #2)",Walking Disaster,58,Jamie McGuire,4.23,https://images.gr-assets.com/books/1352338368m/15745950.jpg,https://images.gr-assets.com/books/1352338368s/15745950.jpg
862,"Words of Radiance (The Stormlight Archive, #2)",Words of Radiance,34,Brandon Sanderson,4.77,https://images.gr-assets.com/books/1391535251m/17332218.jpg,https://images.gr-assets.com/books/1391535251s/17332218.jpg
863,Guess How Much I Love You,Guess How Much I Love You,148,"Sam McBratney, Anita Jeram",4.36,https://images.gr-assets.com/books/1320457007m/301736.jpg,https://images.gr-assets.com/books/1320457007s/301736.jpg
864,"The Fiery Cross (Outlander, #5)",The Fiery Cross,76,Diana Gabaldon,4.26,https://images.gr-assets.com/books/1407366842m/10967.jpg,https://images.gr-assets.com/books/1407366842s/10967.jpg
865,Night Shift,Night Shift,119,"Stephen King, John D. MacDonald",3.96,https://images.gr-assets.com/books/1342215309m/10628.jpg,https://images.gr-assets.com/books/1342215309s/10628.jpg
866,Jaws,Jaws,109,Peter Benchley,3.96,https://images.gr-assets.com/books/1327958767m/126232.jpg,https://images.gr-assets.com/books/1327958767s/126232.jpg
867,The History of Love,The History of Love,96,Nicole Krauss,3.91,https://images.gr-assets.com/books/1327911009m/3867.jpg,https://images.gr-assets.com/books/1327911009s/3867.jpg
868,Pippi Longstocking,Pippi Långstrump,215,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
869,The Elegance of the Hedgehog,L'élégance du hérisson,127,"Muriel Barbery, Alison Anderson",3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
871,"Dead in the Family (Sookie Stackhouse, #10)",Dead in the Family,59,Charlaine Harris,3.88,https://images.gr-assets.com/books/1290479828m/7091488.jpg,https://images.gr-assets.com/books/1290479828s/7091488.jpg
872,The Plague,La peste,388,"Albert Camus, Stuart Gilbert",3.97,https://images.gr-assets.com/books/1342837610m/11989.jpg,https://images.gr-assets.com/books/1342837610s/11989.jpg
873,"The Reptile Room (A Series of Unfortunate Events, #2)",The Reptile Room,97,"Lemony Snicket, Brett Helquist",3.95,https://images.gr-assets.com/books/1352146294m/78418.jpg,https://images.gr-assets.com/books/1352146294s/78418.jpg
875,"Wicked Lovely (Wicked Lovely, #1)",Wicked Lovely ,62,Melissa Marr,3.69,https://images.gr-assets.com/books/1327814035m/305234.jpg,https://images.gr-assets.com/books/1327814035s/305234.jpg
876,Curious George,Curious George,55,H.A. Rey,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
877,The Neverending Story,Die unendliche Geschichte,218,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",4.17,https://images.gr-assets.com/books/1327871159m/27712.jpg,https://images.gr-assets.com/books/1327871159s/27712.jpg
879,The Jungle,The Jungle,534,"Upton Sinclair, Earl Lee, Kathleen DeGrave",3.72,https://images.gr-assets.com/books/1332140681m/41681.jpg,https://images.gr-assets.com/books/1332140681s/41681.jpg
881,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,124,Oliver Sacks,4.04,https://images.gr-assets.com/books/1447047702m/63697.jpg,https://images.gr-assets.com/books/1447047702s/63697.jpg
882,Eye of the Needle,Storm Island,144,Ken Follett,4.16,https://images.gr-assets.com/books/1327939511m/92364.jpg,https://images.gr-assets.com/books/1327939511s/92364.jpg
883,The Blind Assassin,The Blind Assassin,103,Margaret Atwood,3.95,https://images.gr-assets.com/books/1451445426m/78433.jpg,https://images.gr-assets.com/books/1451445426s/78433.jpg
884,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",Hollow City,29,Ransom Riggs,4.07,https://images.gr-assets.com/books/1429175859m/23164983.jpg,https://images.gr-assets.com/books/1429175859s/23164983.jpg
885,House of Sand and Fog,House of Sand and Fog,43,Andre Dubus III,3.83,https://images.gr-assets.com/books/1428883041m/359770.jpg,https://images.gr-assets.com/books/1428883041s/359770.jpg
886,The Girl with All the Gifts,The Girl with All the Gifts,69,M.R. Carey,3.93,https://images.gr-assets.com/books/1403033579m/17235026.jpg,https://images.gr-assets.com/books/1403033579s/17235026.jpg
887,As I Lay Dying,As I Lay Dying,134,William Faulkner,3.72,https://images.gr-assets.com/books/1451810782m/77013.jpg,https://images.gr-assets.com/books/1451810782s/77013.jpg
888,Harold and the Purple Crayon,Harold and the Purple Crayon,33,Crockett Johnson,4.24,https://images.gr-assets.com/books/1327390957m/98573.jpg,https://images.gr-assets.com/books/1327390957s/98573.jpg
889,"Lover Eternal (Black Dagger Brotherhood, #2)","Lover Eternal (Black Dagger Brotherhood, #2)",57,J.R. Ward,4.35,https://images.gr-assets.com/books/1300845974m/35729.jpg,https://images.gr-assets.com/books/1300845974s/35729.jpg
890,Second Foundation (Foundation #3),Abc,146,Isaac Asimov,4.23,https://images.gr-assets.com/books/1417900922m/29580.jpg,https://images.gr-assets.com/books/1417900922s/29580.jpg
891,"Fool Moon (The Dresden Files, #2)",Fool Moon ,59,Jim Butcher,4.04,https://images.gr-assets.com/books/1345556849m/91477.jpg,https://images.gr-assets.com/books/1345556849s/91477.jpg
894,"Guards! Guards! (Discworld, #8)",Guards! Guards!,98,Terry Pratchett,4.32,https://images.gr-assets.com/books/1431127356m/64216.jpg,https://images.gr-assets.com/books/1431127356s/64216.jpg
895,The Year of Magical Thinking,The Year of Magical Thinking,57,Joan Didion,3.86,https://images.gr-assets.com/books/1327878638m/7815.jpg,https://images.gr-assets.com/books/1327878638s/7815.jpg
896,We Need to Talk About Kevin,We Need to Talk About Kevin,98,Lionel Shriver,4.07,https://images.gr-assets.com/books/1327865017m/80660.jpg,https://images.gr-assets.com/books/1327865017s/80660.jpg
897,"Rendezvous with Rama (Rama, #1)",Rendezvous with Rama,151,Arthur C. Clarke,4.06,https://images.gr-assets.com/books/1405456427m/112537.jpg,https://images.gr-assets.com/books/1405456427s/112537.jpg
898,"The Queen of the Damned (The Vampire Chronicles, #3)",The Queen of the Damned,100,Anne Rice,3.86,https://images.gr-assets.com/books/1327871992m/43758.jpg,https://images.gr-assets.com/books/1327871992s/43758.jpg
899,The Age of Innocence,The Age of Innocence,836,"Edith Wharton, Maureen Howard",3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
901,Year of Wonders,Year of Wonders: A Novel of the Plague,20,Geraldine Brooks,4.0,https://images.gr-assets.com/books/1327936622m/4965.jpg,https://images.gr-assets.com/books/1327936622s/4965.jpg
903,Anthem,Anthem,460,Ayn Rand,3.62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
905,Cloudy With a Chance of Meatballs,Cloudy with a Chance of Meatballs,28,"Judi Barrett, Ron Barrett",4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
906,Major Pettigrew's Last Stand,Major Pettigrew's Last Stand,65,Helen Simonson,3.87,https://images.gr-assets.com/books/1320539020m/6643090.jpg,https://images.gr-assets.com/books/1320539020s/6643090.jpg
908,The Tenth Circle,The Tenth Circle,69,Jodi Picoult,3.48,https://images.gr-assets.com/books/1348575053m/10909.jpg,https://images.gr-assets.com/books/1348575053s/10909.jpg
910,"Old Man's War (Old Man's War, #1)",Old Man's War,64,John Scalzi,4.23,https://images.gr-assets.com/books/1487044882m/51964.jpg,https://images.gr-assets.com/books/1487044882s/51964.jpg
911,Gerald's Game,Gerald's Game,112,Stephen King,3.47,https://images.gr-assets.com/books/1297737756m/32692.jpg,https://images.gr-assets.com/books/1297737756s/32692.jpg
912,"Two for the Dough (Stephanie Plum, #2)",Two for the Dough,76,Janet Evanovich,4.11,https://images.gr-assets.com/books/1330926461m/6427.jpg,https://images.gr-assets.com/books/1330926461s/6427.jpg
914,"The Forever War (The Forever War, #1)",The Forever War,98,Joe Haldeman,4.15,https://images.gr-assets.com/books/1386852511m/21611.jpg,https://images.gr-assets.com/books/1386852511s/21611.jpg
915,Insomnia,Insomnia,125,"Stephen King, Bettina Blanch Tyroller",3.79,https://images.gr-assets.com/books/1354355494m/10585.jpg,https://images.gr-assets.com/books/1354355494s/10585.jpg
916,Reading Lolita in Tehran,Reading Lolita in Tehran: A Memoir in Books,69,Azar Nafisi,3.57,https://images.gr-assets.com/books/1397751318m/7603.jpg,https://images.gr-assets.com/books/1397751318s/7603.jpg
917,"The Blade Itself (The First Law, #1)",The Blade Itself,82,Joe Abercrombie,4.14,https://images.gr-assets.com/books/1284167912m/944073.jpg,https://images.gr-assets.com/books/1284167912s/944073.jpg
918,"The Arctic Incident (Artemis Fowl, #2)",The Arctic Incident,121,Eoin Colfer,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
919,The Shipping News,The Shipping News,95,Annie Proulx,3.83,https://images.gr-assets.com/books/1469036074m/7354.jpg,https://images.gr-assets.com/books/1469036074s/7354.jpg
923,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",The Alchemyst: The Secrets of The Immortal Nicholas Flamel,85,Michael Scott,3.84,https://images.gr-assets.com/books/1361310229m/17402605.jpg,https://images.gr-assets.com/books/1361310229s/17402605.jpg
924,The Marriage Plot,The Marriage Plot,78,Jeffrey Eugenides,3.42,https://images.gr-assets.com/books/1328736940m/10964693.jpg,https://images.gr-assets.com/books/1328736940s/10964693.jpg
925,Daughter of Fortune,Hija de la fortuna,126,"Isabel Allende, Margaret Sayers Peden",3.89,https://images.gr-assets.com/books/1299666780m/16527.jpg,https://images.gr-assets.com/books/1299666780s/16527.jpg
926,Luckiest Girl Alive,Luckiest Girl Alive,58,Jessica Knoll,3.48,https://images.gr-assets.com/books/1425975301m/22609317.jpg,https://images.gr-assets.com/books/1425975301s/22609317.jpg
928,"The Raven Boys (The Raven Cycle, #1)",The Raven Boys,64,Maggie Stiefvater,4.05,https://images.gr-assets.com/books/1477103737m/17675462.jpg,https://images.gr-assets.com/books/1477103737s/17675462.jpg
929,I Am Legend and Other Stories,I Am Legend and Other Stories,26,Richard Matheson,3.99,https://images.gr-assets.com/books/1317791583m/547094.jpg,https://images.gr-assets.com/books/1317791583s/547094.jpg
930,Olive Kitteridge,Olive Kitteridge,87,Elizabeth Strout,3.78,https://images.gr-assets.com/books/1320430655m/1736739.jpg,https://images.gr-assets.com/books/1320430655s/1736739.jpg
933,"Fire (Graceling Realm, #2)",Fire,70,Kristin Cashore,4.12,https://images.gr-assets.com/books/1331535456m/6137154.jpg,https://images.gr-assets.com/books/1331535456s/6137154.jpg
934,Waiting for Godot,En attendant Godot,187,Samuel Beckett,3.81,https://images.gr-assets.com/books/1327910301m/17716.jpg,https://images.gr-assets.com/books/1327910301s/17716.jpg
935,White Fang,White Fang,1085,Jack London,3.94,https://images.gr-assets.com/books/1475878443m/43035.jpg,https://images.gr-assets.com/books/1475878443s/43035.jpg
936,"Wolves of the Calla (The Dark Tower, #5)",Wolves of the Calla,105,"Stephen King, Bernie Wrightson",4.17,https://images.gr-assets.com/books/1419360231m/4978.jpg,https://images.gr-assets.com/books/1419360231s/4978.jpg
937,His Dark Materials (His Dark Materials #1-3),His Dark Materials,81,Philip Pullman,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
939,Reconstructing Amelia,Reconstructing Amelia,46,Kimberly McCreight,3.82,https://images.gr-assets.com/books/1350193583m/15776309.jpg,https://images.gr-assets.com/books/1350193583s/15776309.jpg
940,One Plus One,The One Plus One,88,Jojo Moyes,3.94,https://images.gr-assets.com/books/1403185695m/18693716.jpg,https://images.gr-assets.com/books/1403185695s/18693716.jpg
941,The Hours,The Hours,138,Michael Cunningham,3.91,https://images.gr-assets.com/books/1479663379m/11899.jpg,https://images.gr-assets.com/books/1479663379s/11899.jpg
943,Holidays on Ice,Holidays on Ice,42,David Sedaris,3.95,https://images.gr-assets.com/books/1328330843m/4136.jpg,https://images.gr-assets.com/books/1328330843s/4136.jpg
944,Desperation,Desperation,132,Stephen King,3.8,https://images.gr-assets.com/books/1395764566m/10584.jpg,https://images.gr-assets.com/books/1395764566s/10584.jpg
948,Empire Falls,Empire Falls,49,Richard Russo,3.91,https://images.gr-assets.com/books/1403184884m/187020.jpg,https://images.gr-assets.com/books/1403184884s/187020.jpg
949,"The Fires of Heaven (Wheel of Time, #5)",The Fires of Heaven,56,Robert Jordan,4.13,https://images.gr-assets.com/books/1327866286m/13895.jpg,https://images.gr-assets.com/books/1327866286s/13895.jpg
953,"The Dark Tower (The Dark Tower, #7)",The Dark Tower,105,Stephen King,4.27,https://images.gr-assets.com/books/1372296329m/5091.jpg,https://images.gr-assets.com/books/1372296329s/5091.jpg
958,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",The Complete Anne of Green Gables Boxed Set,40,L.M. Montgomery,4.42,https://images.gr-assets.com/books/1267721500m/3579.jpg,https://images.gr-assets.com/books/1267721500s/3579.jpg
959,A Portrait of the Artist as a Young Man,A Portrait of the Artist as a Young Man,766,"James Joyce, Seamus Deane",3.6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
960,"The Gathering Storm (Wheel of Time, #12)",The Gathering Storm,2,"Robert Jordan, Brandon Sanderson",4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
961,Middlemarch,Middlemarch,665,"George Eliot, Michel Faber",3.93,https://images.gr-assets.com/books/1481264628m/19089.jpg,https://images.gr-assets.com/books/1481264628s/19089.jpg
963,The Partner,The Partner,118,John Grisham,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
964,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,The Hobbit and The Lord of the Rings,74,J.R.R. Tolkien,4.59,https://images.gr-assets.com/books/1346072396m/30.jpg,https://images.gr-assets.com/books/1346072396s/30.jpg
966,Presumed Innocent,Presumed Innocent,110,Scott Turow,4.1,https://images.gr-assets.com/books/1404412704m/425029.jpg,https://images.gr-assets.com/books/1404412704s/425029.jpg
967,The Dark Half,The Dark Half,131,Stephen King,3.74,https://images.gr-assets.com/books/1430122353m/11597.jpg,https://images.gr-assets.com/books/1430122353s/11597.jpg
970,"Steelheart (The Reckoners, #1)",Steelheart,64,Brandon Sanderson,4.16,https://images.gr-assets.com/books/1357576738m/17182126.jpg,https://images.gr-assets.com/books/1357576738s/17182126.jpg
972,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Voyage au centre de la Terre,1363,Jules Verne,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
974,The Man in the High Castle,The Man in the High Castle,196,Philip K. Dick,3.66,https://images.gr-assets.com/books/1448756803m/216363.jpg,https://images.gr-assets.com/books/1448756803s/216363.jpg
975,Helter Skelter: The True Story of the Manson Murders,Helter Skelter: The True Story of The Manson Murders,52,"Vincent Bugliosi, Curt Gentry",4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
977,Inferno (The Divine Comedy #1),Inferno,856,"Dante Alighieri, Anthony M. Esolen",3.99,https://images.gr-assets.com/books/1333579470m/15645.jpg,https://images.gr-assets.com/books/1333579470s/15645.jpg
978,"Shadow of Night (All Souls Trilogy, #2)",Shadow of Night,64,Deborah Harkness,4.04,https://images.gr-assets.com/books/1320604137m/11559200.jpg,https://images.gr-assets.com/books/1320604137s/11559200.jpg
979,Leaving Time,Leaving Time,64,Jodi Picoult,3.94,https://images.gr-assets.com/books/1394487223m/18816603.jpg,https://images.gr-assets.com/books/1394487223s/18816603.jpg
982,"The Alienist (Dr. Laszlo Kreizler, #1)",The Alienist,70,Caleb Carr,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
984,Paradise Lost,Paradise Lost,819,"John Milton, John      Leonard",3.8,https://images.gr-assets.com/books/1455618673m/15997.jpg,https://images.gr-assets.com/books/1455618673s/15997.jpg
986,The Girl Who Loved Tom Gordon,The Girl Who Loved Tom Gordon,115,Stephen King,3.56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
988,"Towers of Midnight (Wheel of Time, #13)",Towers of Midnight,39,"Robert Jordan, Brandon Sanderson",4.42,https://images.gr-assets.com/books/1358109459m/8253920.jpg,https://images.gr-assets.com/books/1358109459s/8253920.jpg
993,Tell the Wolves I'm Home,Tell the Wolves I'm Home,49,Carol Rifka Brunt,4.04,https://images.gr-assets.com/books/1335450415m/12875258.jpg,https://images.gr-assets.com/books/1335450415s/12875258.jpg
